CustomerID,OrderID,OrderDate,Age,Gender,Membership,ProductCategory,ProductName,UnitPrice,Quantity,TotalAmount,PaymentMethod,City,ReturnStatus,Courier,DeliveryDays,Discount
996,1996,2024-11-01,47.0,M,Silver,Abbigliamento,T-shirt,61,1,61,CreditCard,Roma,0,GLS,3,0
997,1997,2024-11-21,23.0,M,Silver,Elettronica,Cuffie,500,2,1000,CreditCard,Milano,0,Poste,5,6
998,1998,2024-04-22,63.0,M,Silver,Elettronica,Smartwatch,780,5,3900,PayPal,Bologna,0,BRT,3,20
999,1999,2024-05-11,18.0,M,Basic,Sport,Tappetino Yoga,148,4,592,PayPal,Bologna,1,BRT,1,17
1000,2000,2024-10-04,32.0,F,Basic,Casa,Tappeto,37,1,37,PayPal,Napoli,1,GLS,3,7
1001,2001,2024-11-22,73.0,F,Silver,Abbigliamento,Scarpe,110,3,330,BankTransfer,Torino,0,Poste,3,9
1002,2002,2024-12-29,46.0,M,Silver,Casa,Tappeto,15,3,45,CreditCard,Milano,1,BRT,1,14
1003,2003,2024-11-09,53.0,F,Basic,Elettronica,Laptop,479,3,1437,CreditCard,Roma,0,Poste,5,8
1004,2004,2024-05-27,,M,Silver,Sport,Borraccia,113,2,226,BankTransfer,Milano,1,GLS,3,2
1005,2005,2024-10-01,23.0,M,Basic,Abbigliamento,Maglione,46,2,92,CreditCard,Bologna,1,Poste,2,4
1006,2006,2024-06-08,29.0,M,Silver,Sport,Manubri,111,1,111,BankTransfer,Bologna,0,BRT,4,0
1007,2007,2024-11-21,40.0,M,Silver,Casa,Coperta,143,1,143,BankTransfer,Milano,0,DHL,2,0
1008,2008,2024-03-13,18.0,F,Gold,Libri,Romanzo,15,2,30,CreditCard,Torino,0,BRT,4,5
1009,2009,2024-08-18,25.0,F,Silver,Casa,Coperta,73,2,146,PayPal,Roma,0,Poste,4,10
1010,2010,2024-10-13,50.0,M,Gold,Elettronica,Smartwatch,88,2,176,PayPal,Milano,0,BRT,5,8
1011,2011,2024-01-29,34.0,M,Basic,Sport,Scarpe Running,27,1,27,PayPal,Milano,0,Poste,2,15
1012,2012,2024-11-07,34.0,M,Basic,Sport,Borraccia,52,3,156,Cash,Milano,1,BRT,4,9
1013,2013,2024-12-30,51.0,F,Gold,Sport,Scarpe Running,42,1,42,CreditCard,Napoli,0,GLS,4,10
1014,2014,2024-07-09,30.0,M,Basic,Sport,Scarpe Running,101,1,101,BankTransfer,Bologna,1,DHL,2,0
1015,2015,2024-11-25,47.0,M,Basic,Elettronica,Cuffie,260,1,260,BankTransfer,Torino,0,GLS,3,9
1016,2016,2024-09-11,18.0,M,Basic,Sport,Pallone,86,2,172,CreditCard,Napoli,0,GLS,3,1
1017,2017,2024-07-07,20.0,F,Silver,Abbigliamento,Jeans,134,4,536,CreditCard,Milano,1,GLS,3,15
1018,2018,2024-12-04,18.0,M,Basic,Casa,Lampada,70,1,70,Cash,Torino,0,BRT,1,4
1019,2019,2024-11-08,39.0,F,Basic,Sport,Scarpe Running,97,3,291,CreditCard,Torino,1,Poste,7,14
1020,2020,2024-02-06,35.0,M,Basic,Libri,Romanzo,42,4,168,CreditCard,Milano,1,DHL,2,11
1021,2021,2024-06-19,,M,Gold,Sport,Pallone,147,3,441,PayPal,Roma,0,GLS,3,12
1022,2022,2024-01-31,,M,Gold,Libri,Enciclopedia,36,1,36,PayPal,Bologna,0,Poste,6,0
1023,2023,2024-04-08,58.0,M,Gold,Elettronica,Cuffie,674,4,2696,PayPal,Napoli,0,BRT,4,15
1024,2024,2024-03-21,67.0,F,Basic,Sport,Borraccia,67,2,134,PayPal,Bologna,0,GLS,4,11
1025,2025,2024-01-13,31.0,M,Silver,Abbigliamento,Scarpe,165,2,330,PayPal,Roma,0,BRT,5,11
1026,2026,2024-11-05,,F,Basic,Libri,Enciclopedia,16,1,16,CreditCard,Milano,0,BRT,1,3
1027,2027,2024-04-16,25.0,F,Basic,Sport,Tappetino Yoga,37,3,111,CreditCard,Milano,1,GLS,2,6
1028,2028,2024-03-30,,M,Gold,Casa,Lampada,70,1,70,BankTransfer,Torino,0,BRT,4,0
1029,2029,2024-06-27,22.0,M,Basic,Casa,Lampada,53,4,212,BankTransfer,Torino,0,DHL,2,17
1030,2030,2024-01-26,23.0,M,Basic,Abbigliamento,Giacca,110,2,220,CreditCard,Milano,0,Poste,4,9
1031,2031,2024-03-12,,M,Basic,Elettronica,Smartwatch,613,1,613,Cash,Roma,1,BRT,2,0
1032,2032,2024-09-16,39.0,M,Silver,Libri,Romanzo,30,3,90,PayPal,Napoli,0,GLS,3,11
1033,2033,2024-04-04,42.0,M,Silver,Abbigliamento,Jeans,58,1,58,CreditCard,Napoli,0,BRT,5,1
1034,2034,2024-06-17,39.0,F,Gold,Libri,Manuale,43,1,43,CreditCard,Torino,1,Poste,5,1
1035,2035,2024-10-26,30.0,M,Silver,Abbigliamento,T-shirt,99,4,396,Cash,Bologna,0,Poste,9,11
1036,2036,2024-03-09,36.0,M,Basic,Abbigliamento,Maglione,111,1,111,Cash,Milano,0,Poste,3,4
1037,2037,2024-02-02,62.0,M,Basic,Libri,Fumetto,37,2,74,CreditCard,Torino,1,BRT,3,6
1038,2038,2024-08-05,,M,Basic,Casa,Cuscino,117,2,234,PayPal,Roma,0,BRT,4,10
1039,2039,2024-02-17,,M,Basic,Sport,Manubri,161,2,322,CreditCard,Napoli,0,Poste,5,0
1040,2040,2024-11-14,25.0,M,Silver,Sport,Manubri,48,1,48,CreditCard,Milano,0,BRT,2,8
1041,2041,2024-05-27,21.0,M,Basic,Casa,Cuscino,146,2,292,PayPal,Milano,0,DHL,1,3
1042,2042,2024-04-23,24.0,F,Basic,Abbigliamento,Giacca,191,4,764,BankTransfer,Roma,1,GLS,4,7
1043,2043,2024-07-21,19.0,M,Basic,Sport,Manubri,160,3,480,BankTransfer,Roma,1,GLS,3,15
1044,2044,2024-12-07,18.0,F,Silver,Libri,Guida,22,2,44,CreditCard,Torino,0,Poste,3,7
1045,2045,2024-10-09,48.0,F,Silver,Libri,Enciclopedia,45,1,45,PayPal,Torino,0,DHL,2,5
1046,2046,2024-02-05,48.0,F,Basic,Elettronica,Cuffie,685,1,685,Cash,Napoli,1,GLS,3,7
1047,2047,2024-08-14,,M,Basic,Abbigliamento,Scarpe,139,1,139,BankTransfer,Milano,0,GLS,4,9
1048,2048,2024-04-27,27.0,M,Basic,Abbigliamento,Scarpe,115,2,230,CreditCard,Bologna,0,BRT,2,10
1049,2049,2024-09-22,26.0,M,Basic,Casa,Lampada,11,2,22,CreditCard,Bologna,0,DHL,2,2
1050,2050,2024-08-30,44.0,F,Basic,Sport,Scarpe Running,23,2,46,BankTransfer,Torino,0,DHL,2,6
1051,2051,2024-01-30,41.0,M,Gold,Libri,Guida,18,2,36,BankTransfer,Bologna,0,BRT,4,3
1052,2052,2024-01-01,44.0,M,Silver,Sport,Manubri,56,5,280,CreditCard,Napoli,0,GLS,5,15
1053,2053,2024-05-16,38.0,M,Basic,Sport,Manubri,66,2,132,CreditCard,Bologna,0,DHL,2,8
1054,2054,2024-04-15,,M,Basic,Libri,Fumetto,48,3,144,CreditCard,Milano,0,GLS,2,6
1055,2055,2024-05-04,44.0,F,Silver,Sport,Borraccia,133,2,266,CreditCard,Roma,0,BRT,4,4
1056,2056,2024-03-02,46.0,F,Silver,Sport,Scarpe Running,110,3,330,BankTransfer,Roma,0,GLS,3,9
1057,2057,2024-05-27,45.0,F,Basic,Elettronica,Tablet,587,3,1761,CreditCard,Roma,0,Poste,3,12
1058,2058,2024-04-01,63.0,M,Basic,Abbigliamento,Scarpe,129,4,516,CreditCard,Napoli,1,Poste,2,11
1059,2059,2024-07-02,22.0,M,Basic,Casa,Lampada,33,2,66,PayPal,Bologna,1,BRT,4,5
1060,2060,2024-08-14,61.0,F,Basic,Casa,Cuscino,27,1,27,CreditCard,Roma,1,GLS,4,1
1061,2061,2024-05-21,,M,Basic,Casa,Cuscino,82,1,82,Cash,Roma,0,Poste,7,0
1062,2062,2024-10-28,37.0,F,Silver,Casa,Pentola,94,1,94,CreditCard,Roma,0,Poste,5,4
1063,2063,2024-07-10,39.0,F,Basic,Elettronica,Cuffie,71,1,71,BankTransfer,Roma,1,Poste,9,4
1064,2064,2024-07-15,,F,Basic,Elettronica,Tablet,419,1,419,PayPal,Roma,0,Poste,4,8
1065,2065,2024-06-08,18.0,M,Silver,Abbigliamento,Giacca,98,1,98,Cash,Napoli,0,Poste,8,0
1066,2066,2024-12-01,33.0,M,Basic,Elettronica,Smartphone,739,1,739,CreditCard,Torino,0,Poste,1,0
1067,2067,2024-12-20,39.0,M,Basic,Elettronica,Smartphone,726,2,1452,Cash,Torino,0,GLS,3,10
1068,2068,2024-02-14,18.0,F,Basic,Abbigliamento,Jeans,155,2,310,PayPal,Torino,1,BRT,2,4
1069,2069,2024-01-18,46.0,M,Basic,Sport,Borraccia,163,1,163,Cash,Torino,0,BRT,1,1
1070,2070,2024-02-26,29.0,F,Basic,Sport,Scarpe Running,96,2,192,BankTransfer,Torino,1,GLS,5,6
1071,2071,2024-07-23,60.0,F,Gold,Elettronica,Smartwatch,105,2,210,Cash,Milano,0,BRT,4,0
1072,2072,2024-02-15,42.0,M,Basic,Libri,Guida,27,1,27,CreditCard,Milano,0,Poste,5,0
1073,2073,2024-03-31,26.0,M,Basic,Casa,Pentola,12,2,24,PayPal,Milano,0,BRT,3,6
1074,2074,2024-03-10,41.0,F,Gold,Sport,Manubri,34,3,102,PayPal,Milano,0,Poste,5,8
1075,2075,2024-03-29,,M,Basic,Abbigliamento,Scarpe,195,3,585,CreditCard,Napoli,1,GLS,5,12
1076,2076,2024-12-04,52.0,M,Basic,Sport,Pallone,122,1,122,PayPal,Roma,1,BRT,5,0
1077,2077,2024-12-02,36.0,M,Silver,Libri,Enciclopedia,30,1,30,PayPal,Napoli,0,GLS,3,5
1078,2078,2024-02-05,18.0,M,Basic,Libri,Enciclopedia,27,2,54,Cash,Torino,0,BRT,3,0
1079,2079,2024-03-26,19.0,F,Gold,Elettronica,Cuffie,773,3,2319,PayPal,Roma,0,BRT,3,1
1080,2080,2024-05-30,25.0,M,Basic,Libri,Enciclopedia,49,3,147,PayPal,Milano,0,BRT,4,13
1081,2081,2024-06-15,44.0,F,Basic,Sport,Tappetino Yoga,132,3,396,CreditCard,Milano,0,DHL,2,15
1082,2082,2024-01-12,34.0,F,Basic,Libri,Enciclopedia,45,1,45,CreditCard,Milano,0,GLS,4,4
1083,2083,2024-09-16,29.0,F,Basic,Libri,Guida,11,1,11,Cash,Roma,1,GLS,4,0
1084,2084,2024-08-20,,F,Basic,Libri,Fumetto,20,4,80,CreditCard,Milano,0,BRT,5,7
1085,2085,2024-03-31,40.0,F,Silver,Sport,Borraccia,39,1,39,PayPal,Torino,0,BRT,4,2
1086,2086,2024-12-27,,M,Gold,Casa,Pentola,58,1,58,CreditCard,Milano,0,GLS,3,5
1087,2087,2024-08-04,,F,Silver,Abbigliamento,Jeans,101,3,303,BankTransfer,Torino,0,BRT,3,10
1088,2088,2024-04-28,24.0,F,Basic,Casa,Pentola,53,1,53,CreditCard,Roma,0,BRT,3,7
1089,2089,2024-08-31,18.0,M,Silver,Casa,Lampada,71,4,284,Cash,Roma,0,BRT,4,12
1090,2090,2024-03-26,,F,Basic,Sport,Scarpe Running,85,4,340,CreditCard,Bologna,0,Poste,5,16
1091,2091,2024-11-16,,M,Basic,Libri,Manuale,39,5,195,Cash,Roma,0,DHL,3,21
1092,2092,2024-11-04,39.0,M,Silver,Abbigliamento,Maglione,197,1,197,PayPal,Milano,1,GLS,3,1
1093,2093,2024-04-03,29.0,F,Basic,Elettronica,Smartwatch,620,2,1240,CreditCard,Milano,0,GLS,3,10
1094,2094,2024-03-12,22.0,F,Silver,Abbigliamento,Giacca,108,2,216,CreditCard,Bologna,1,BRT,4,1
1095,2095,2024-06-10,42.0,M,Basic,Sport,Scarpe Running,110,4,440,CreditCard,Roma,1,BRT,1,14
1096,2096,2024-09-11,,F,Basic,Abbigliamento,Giacca,88,4,352,CreditCard,Milano,1,BRT,4,7
1097,2097,2024-12-05,57.0,F,Gold,Elettronica,Smartphone,303,5,1515,BankTransfer,Napoli,1,Poste,4,16
1098,2098,2024-01-04,43.0,M,Silver,Abbigliamento,T-shirt,85,2,170,CreditCard,Milano,0,BRT,2,1
1099,2099,2024-03-28,36.0,M,Silver,Elettronica,Tablet,113,2,226,BankTransfer,Torino,0,Poste,3,4
1100,2100,2024-10-04,75.0,F,Gold,Abbigliamento,Scarpe,162,2,324,CreditCard,Bologna,0,BRT,1,8
1101,2101,2024-06-19,28.0,M,Basic,Casa,Pentola,51,1,51,BankTransfer,Napoli,0,GLS,2,1
1102,2102,2024-06-18,23.0,F,Basic,Elettronica,Smartphone,88,2,176,BankTransfer,Bologna,0,Poste,4,11
1103,2103,2024-02-17,30.0,M,Basic,Elettronica,Cuffie,437,4,1748,Cash,Torino,1,BRT,4,16
1104,2104,2024-07-23,36.0,M,Silver,Libri,Romanzo,29,1,29,CreditCard,Napoli,0,DHL,2,3
1105,2105,2024-04-08,47.0,M,Basic,Sport,Tappetino Yoga,26,2,52,CreditCard,Napoli,1,Poste,7,5
1106,2106,2024-01-19,44.0,M,Basic,Elettronica,Tablet,769,1,769,PayPal,Milano,0,GLS,3,5
1107,2107,2024-03-30,36.0,M,Silver,Casa,Pentola,16,4,64,CreditCard,Bologna,1,GLS,4,12
1108,2108,2024-04-16,25.0,M,Silver,Sport,Tappetino Yoga,126,1,126,CreditCard,Roma,0,BRT,3,1
1109,2109,2024-04-24,55.0,F,Silver,Sport,Manubri,88,2,176,CreditCard,Roma,1,GLS,3,4
1110,2110,2024-03-05,52.0,M,Basic,Elettronica,Cuffie,597,1,597,BankTransfer,Napoli,0,BRT,1,0
1111,2111,2024-04-16,27.0,F,Basic,Abbigliamento,T-shirt,22,2,44,PayPal,Bologna,0,DHL,3,5
1112,2112,2024-04-12,48.0,M,Basic,Sport,Borraccia,48,2,96,Cash,Napoli,1,DHL,2,10
1113,2113,2024-09-02,45.0,F,Gold,Sport,Scarpe Running,153,4,612,PayPal,Bologna,1,GLS,2,16
1114,2114,2024-07-12,54.0,F,Basic,Casa,Coperta,11,1,11,Cash,Milano,0,Poste,3,4
1115,2115,2024-07-28,,F,Silver,Casa,Lampada,14,4,56,CreditCard,Torino,1,Poste,2,14
1116,2116,2024-07-22,21.0,F,Silver,Casa,Tappeto,88,1,88,PayPal,Bologna,1,BRT,2,0
1117,2117,2024-01-27,50.0,F,Silver,Elettronica,Tablet,399,1,399,CreditCard,Roma,0,BRT,5,0
1118,2118,2024-03-10,27.0,M,Basic,Libri,Guida,49,2,98,BankTransfer,Milano,1,GLS,4,3
1119,2119,2024-03-31,46.0,F,Silver,Elettronica,Tablet,128,1,128,Cash,Roma,0,GLS,4,0
1120,2120,2024-12-09,63.0,F,Silver,Libri,Fumetto,48,2,96,CreditCard,Napoli,0,Poste,4,2
1121,2121,2024-12-27,18.0,M,Gold,Sport,Scarpe Running,159,1,159,CreditCard,Torino,0,Poste,6,6
1122,2122,2024-11-22,61.0,F,Silver,Elettronica,Smartwatch,199,4,796,Cash,Roma,1,BRT,4,20
1123,2123,2024-06-27,58.0,M,Silver,Abbigliamento,T-shirt,167,4,668,PayPal,Milano,1,DHL,3,6
1124,2124,2024-07-05,,F,Basic,Libri,Fumetto,42,1,42,CreditCard,Napoli,1,BRT,1,9
1125,2125,2024-07-18,,M,Basic,Sport,Scarpe Running,50,5,250,CreditCard,Torino,1,BRT,4,15
1126,2126,2024-08-15,28.0,M,Silver,Casa,Tappeto,132,4,528,PayPal,Torino,0,BRT,5,12
1127,2127,2024-03-25,29.0,M,Basic,Abbigliamento,Scarpe,137,4,548,PayPal,Torino,1,GLS,2,7
1128,2128,2024-08-07,47.0,M,Basic,Sport,Pallone,148,2,296,Cash,Napoli,1,DHL,2,3
1129,2129,2024-04-23,25.0,M,Basic,Abbigliamento,Scarpe,28,1,28,CreditCard,Roma,0,Poste,3,0
1130,2130,2024-04-21,35.0,F,Basic,Elettronica,Tablet,618,3,1854,PayPal,Bologna,0,GLS,3,10
1131,2131,2024-02-23,36.0,M,Basic,Casa,Pentola,55,4,220,CreditCard,Roma,0,DHL,2,18
1132,2132,2024-07-02,37.0,F,Basic,Casa,Pentola,133,4,532,CreditCard,Napoli,1,DHL,2,9
1133,2133,2024-08-28,41.0,F,Basic,Abbigliamento,T-shirt,126,3,378,Cash,Napoli,1,GLS,3,9
1134,2134,2024-01-01,62.0,M,Gold,Sport,Pallone,58,3,174,BankTransfer,Napoli,0,Poste,4,12
1135,2135,2024-08-26,31.0,M,Basic,Casa,Lampada,22,1,22,BankTransfer,Torino,0,DHL,2,4
1136,2136,2024-05-15,26.0,M,Basic,Abbigliamento,Scarpe,138,1,138,Cash,Milano,0,BRT,2,7
1137,2137,2024-07-17,50.0,F,Silver,Abbigliamento,T-shirt,196,2,392,PayPal,Bologna,0,GLS,3,2
1138,2138,2024-03-26,44.0,M,Basic,Abbigliamento,T-shirt,121,4,484,BankTransfer,Bologna,0,Poste,1,8
1139,2139,2024-06-17,,M,Gold,Abbigliamento,T-shirt,62,1,62,CreditCard,Torino,0,GLS,4,0
1140,2140,2024-11-28,47.0,M,Basic,Elettronica,Laptop,790,4,3160,PayPal,Milano,1,BRT,3,11
1141,2141,2024-07-22,,M,Basic,Sport,Scarpe Running,108,3,324,CreditCard,Napoli,1,BRT,2,14
1142,2142,2024-08-20,54.0,F,Gold,Casa,Pentola,113,2,226,PayPal,Roma,1,DHL,1,9
1143,2143,2024-07-27,45.0,F,Basic,Abbigliamento,Giacca,156,5,780,CreditCard,Napoli,1,DHL,3,26
1144,2144,2024-06-14,52.0,F,Gold,Abbigliamento,Jeans,24,3,72,Cash,Roma,0,BRT,1,12
1145,2145,2024-04-25,29.0,M,Basic,Casa,Tappeto,89,1,89,CreditCard,Bologna,0,Poste,7,0
1146,2146,2024-10-28,18.0,F,Basic,Elettronica,Tablet,616,1,616,PayPal,Napoli,0,Poste,2,0
1147,2147,2024-08-14,31.0,F,Silver,Abbigliamento,T-shirt,75,1,75,BankTransfer,Bologna,1,GLS,2,2
1148,2148,2024-10-27,24.0,F,Silver,Casa,Pentola,113,1,113,Cash,Torino,1,GLS,4,0
1149,2149,2024-01-26,71.0,M,Gold,Casa,Lampada,72,1,72,BankTransfer,Milano,0,BRT,3,5
1150,2150,2024-06-06,32.0,M,Basic,Abbigliamento,T-shirt,135,4,540,BankTransfer,Milano,0,Poste,1,15
1151,2151,2024-08-06,35.0,M,Basic,Libri,Enciclopedia,38,4,152,PayPal,Torino,1,GLS,5,11
1152,2152,2024-09-17,54.0,M,Gold,Abbigliamento,T-shirt,93,1,93,Cash,Bologna,0,Poste,2,8
1153,2153,2024-04-15,47.0,F,Silver,Casa,Lampada,108,1,108,BankTransfer,Torino,1,Poste,1,0
1154,2154,2024-02-24,48.0,M,Basic,Elettronica,Smartwatch,790,2,1580,CreditCard,Roma,0,DHL,3,3
1155,2155,2024-02-01,75.0,F,Silver,Abbigliamento,T-shirt,87,2,174,PayPal,Torino,0,Poste,2,8
1156,2156,2024-08-30,40.0,F,Basic,Sport,Pallone,44,1,44,CreditCard,Milano,1,BRT,1,5
1157,2157,2024-01-18,67.0,M,Basic,Elettronica,Cuffie,524,1,524,PayPal,Napoli,0,BRT,3,9
1158,2158,2024-07-19,,M,Basic,Libri,Romanzo,48,2,96,Cash,Torino,0,GLS,3,13
1159,2159,2024-09-16,,F,Silver,Elettronica,Cuffie,635,3,1905,BankTransfer,Roma,0,BRT,2,14
1160,2160,2024-09-24,,F,Basic,Sport,Borraccia,99,1,99,CreditCard,Napoli,0,GLS,4,3
1161,2161,2024-11-29,48.0,F,Basic,Libri,Enciclopedia,29,1,29,PayPal,Torino,1,BRT,3,1
1162,2162,2024-08-21,,F,Basic,Elettronica,Cuffie,643,2,1286,PayPal,Torino,0,BRT,6,2
1163,2163,2024-02-28,,F,Silver,Libri,Enciclopedia,19,4,76,Cash,Bologna,1,BRT,3,11
1164,2164,2024-01-29,65.0,M,Gold,Libri,Guida,25,1,25,CreditCard,Torino,0,BRT,2,2
1165,2165,2024-08-19,43.0,M,Gold,Casa,Tappeto,104,3,312,CreditCard,Milano,0,BRT,4,12
1166,2166,2024-04-30,34.0,F,Basic,Sport,Tappetino Yoga,164,1,164,BankTransfer,Milano,0,DHL,2,8
1167,2167,2024-02-07,18.0,F,Gold,Sport,Manubri,163,5,815,PayPal,Roma,0,BRT,3,12
1168,2168,2024-09-07,,M,Silver,Abbigliamento,Giacca,111,2,222,Cash,Roma,0,DHL,2,9
1169,2169,2024-04-17,29.0,F,Silver,Elettronica,Cuffie,153,1,153,Cash,Milano,1,BRT,5,2
1170,2170,2024-09-04,48.0,M,Silver,Libri,Manuale,12,3,36,PayPal,Napoli,0,GLS,4,12
1171,2171,2024-09-18,45.0,F,Gold,Libri,Guida,32,1,32,PayPal,Torino,0,GLS,3,0
1172,2172,2024-11-23,38.0,F,Silver,Sport,Manubri,77,1,77,BankTransfer,Torino,0,GLS,3,3
1173,2173,2024-05-23,41.0,F,Silver,Sport,Scarpe Running,58,1,58,PayPal,Torino,0,Poste,2,11
1174,2174,2024-06-28,34.0,F,Basic,Libri,Romanzo,47,1,47,PayPal,Milano,0,GLS,2,0
1175,2175,2024-10-13,38.0,F,Basic,Abbigliamento,T-shirt,193,2,386,CreditCard,Torino,0,Poste,2,2
1176,2176,2024-07-27,42.0,F,Gold,Libri,Manuale,9,1,9,Cash,Roma,0,BRT,3,4
1177,2177,2024-01-27,,M,Basic,Casa,Coperta,12,3,36,PayPal,Torino,1,Poste,3,8
1178,2178,2024-06-10,65.0,F,Gold,Libri,Guida,13,1,13,PayPal,Milano,0,GLS,3,6
1179,2179,2024-06-28,21.0,M,Basic,Abbigliamento,Scarpe,190,1,190,CreditCard,Torino,1,BRT,5,5
1180,2180,2024-05-12,60.0,M,Gold,Casa,Pentola,16,4,64,Cash,Napoli,0,BRT,1,13
1181,2181,2024-03-24,,F,Basic,Casa,Pentola,19,2,38,BankTransfer,Napoli,1,BRT,1,0
1182,2182,2024-08-02,18.0,F,Silver,Libri,Manuale,25,1,25,PayPal,Milano,0,Poste,3,3
1183,2183,2024-10-26,,F,Basic,Elettronica,Laptop,331,1,331,Cash,Napoli,1,GLS,3,9
1184,2184,2024-03-26,29.0,F,Gold,Casa,Cuscino,100,2,200,CreditCard,Napoli,0,GLS,4,10
1185,2185,2024-03-11,24.0,F,Silver,Sport,Manubri,38,2,76,CreditCard,Bologna,0,GLS,4,6
1186,2186,2024-11-30,18.0,F,Basic,Abbigliamento,Scarpe,135,1,135,PayPal,Torino,1,GLS,4,12
1187,2187,2024-09-29,31.0,M,Basic,Abbigliamento,Giacca,35,3,105,PayPal,Bologna,0,DHL,2,7
1188,2188,2024-12-28,,F,Gold,Elettronica,Tablet,276,1,276,BankTransfer,Milano,0,Poste,9,0
1189,2189,2024-01-08,33.0,F,Basic,Casa,Coperta,73,1,73,PayPal,Milano,0,GLS,2,0
1190,2190,2024-10-16,18.0,F,Basic,Elettronica,Cuffie,63,1,63,PayPal,Bologna,0,BRT,1,0
1191,2191,2024-10-23,,F,Basic,Sport,Manubri,83,3,249,Cash,Roma,1,GLS,4,13
1192,2192,2024-08-27,49.0,M,Silver,Abbigliamento,Giacca,60,1,60,Cash,Milano,1,GLS,3,8
1193,2193,2024-11-17,50.0,F,Silver,Libri,Guida,23,2,46,PayPal,Milano,1,Poste,2,2
1194,2194,2024-06-04,50.0,M,Basic,Sport,Borraccia,122,5,610,Cash,Milano,1,BRT,3,16
1195,2195,2024-04-08,41.0,M,Basic,Elettronica,Smartphone,151,5,755,PayPal,Bologna,0,BRT,3,18
1196,2196,2024-01-28,60.0,F,Silver,Abbigliamento,T-shirt,75,2,150,CreditCard,Milano,0,Poste,2,2
1197,2197,2024-09-08,25.0,M,Silver,Sport,Pallone,27,2,54,PayPal,Napoli,1,GLS,3,1
1198,2198,2024-04-30,20.0,M,Basic,Casa,Pentola,56,3,168,PayPal,Torino,0,BRT,4,8
1199,2199,2024-08-19,43.0,M,Basic,Elettronica,Tablet,316,1,316,Cash,Roma,0,BRT,2,2
1200,2200,2024-01-11,45.0,F,Silver,Sport,Manubri,120,2,240,CreditCard,Milano,0,BRT,6,9
1201,2201,2024-01-28,27.0,F,Silver,Elettronica,Tablet,573,4,2292,PayPal,Roma,0,GLS,2,10
1202,2202,2024-10-21,39.0,M,Basic,Casa,Pentola,150,1,150,CreditCard,Roma,1,GLS,3,6
1203,2203,2024-06-23,43.0,F,Basic,Sport,Tappetino Yoga,134,2,268,PayPal,Roma,1,DHL,3,1
1204,2204,2024-10-22,,F,Basic,Elettronica,Laptop,625,1,625,CreditCard,Torino,0,Poste,6,2
1205,2205,2024-04-19,51.0,F,Basic,Sport,Pallone,103,2,206,PayPal,Milano,0,BRT,2,8
1206,2206,2024-08-06,,F,Silver,Elettronica,Cuffie,259,2,518,PayPal,Torino,1,Poste,7,1
1207,2207,2024-06-18,18.0,M,Silver,Abbigliamento,Giacca,121,3,363,CreditCard,Roma,0,BRT,2,1
1208,2208,2024-05-01,64.0,M,Silver,Abbigliamento,Maglione,110,1,110,PayPal,Torino,1,Poste,6,0
1209,2209,2024-11-27,45.0,F,Silver,Casa,Lampada,78,1,78,Cash,Bologna,0,BRT,2,4
1210,2210,2024-08-15,29.0,F,Silver,Abbigliamento,Maglione,57,3,171,Cash,Roma,1,Poste,2,10
1211,2211,2024-02-22,21.0,F,Silver,Libri,Guida,37,1,37,CreditCard,Milano,0,DHL,1,3
1212,2212,2024-03-23,52.0,M,Silver,Casa,Coperta,124,1,124,BankTransfer,Napoli,0,DHL,2,9
1213,2213,2024-09-14,,F,Basic,Abbigliamento,Scarpe,24,1,24,CreditCard,Roma,1,GLS,3,9
1214,2214,2024-10-16,54.0,F,Gold,Libri,Romanzo,16,3,48,BankTransfer,Torino,0,BRT,7,9
1215,2215,2024-01-07,37.0,M,Gold,Casa,Coperta,21,3,63,CreditCard,Roma,1,BRT,4,9
1216,2216,2024-03-02,34.0,M,Basic,Sport,Manubri,27,2,54,BankTransfer,Torino,0,BRT,2,0
1217,2217,2024-04-25,72.0,M,Gold,Casa,Coperta,48,3,144,CreditCard,Milano,1,BRT,2,8
1218,2218,2024-03-08,18.0,M,Basic,Elettronica,Laptop,511,2,1022,CreditCard,Roma,0,BRT,6,8
1219,2219,2024-09-01,,M,Gold,Sport,Manubri,165,2,330,Cash,Roma,1,DHL,3,10
1220,2220,2024-04-24,44.0,M,Gold,Abbigliamento,Giacca,188,5,940,BankTransfer,Torino,0,BRT,4,10
1221,2221,2024-10-12,45.0,F,Basic,Libri,Romanzo,37,2,74,CreditCard,Roma,1,BRT,1,13
1222,2222,2024-03-24,46.0,M,Basic,Abbigliamento,Scarpe,133,2,266,Cash,Napoli,0,Poste,6,12
1223,2223,2024-09-06,34.0,M,Basic,Libri,Manuale,14,2,28,CreditCard,Torino,0,Poste,1,8
1224,2224,2024-02-16,55.0,F,Silver,Elettronica,Cuffie,174,3,522,PayPal,Milano,1,BRT,2,9
1225,2225,2024-03-08,18.0,F,Basic,Libri,Guida,44,2,88,Cash,Torino,0,GLS,4,4
1226,2226,2024-01-22,26.0,M,Basic,Libri,Enciclopedia,30,3,90,CreditCard,Torino,0,GLS,3,13
1227,2227,2024-02-22,36.0,M,Silver,Libri,Guida,38,2,76,CreditCard,Roma,0,Poste,1,9
1228,2228,2024-10-17,40.0,M,Basic,Libri,Romanzo,30,2,60,CreditCard,Torino,0,BRT,1,6
